folder,filename,type,is_watercolor,confidence,processed_frames,planned_frames,total_frames,watercolor_frames_count,watercolor_frames_percent,avg_watercolor_confidence
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251021-174437000.mov,video,True,0.6923024897243231,524,524,15174,434,0.8282442748091603,0.7681851704274455
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251108-123411000.mov,video,True,0.9880518103257204,39,398,11525,39,1.0,0.9880518103257204
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-130939000.mov,video,True,0.5870408475624792,33,33,953,23,0.696969696969697,0.8080706700034763
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-192044000.mov,video,True,0.9198508544972068,95,958,27755,94,0.9894736842105263,0.9246689055828338
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251004-134444000.mov,video,True,0.43418018855644686,38,38,1101,21,0.5526315789473685,0.6829117706843785
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251012-112222000.mov,video,False,0.3521015809937602,21,21,607,6,0.2857142857142857,0.9541854560375214
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-125117000.mov,video,True,0.9640766978263855,9,9,252,9,1.0,0.9640766978263855
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-113452000.mov,video,True,0.994788916905721,150,1507,43675,150,1.0,0.994788916905721
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-191510000+3.mov,video,True,0.9880518411335192,19,19,562,19,1.0,0.9880518411335192
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-180148000.mov,video,True,0.9390766892516822,57,570,16517,57,1.0,0.9390766892516822
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251003-173726000.mov,video,False,0.21247380103782884,14,14,399,2,0.14285714285714285,0.7127352952957153
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-125136000.mov,video,True,0.8918092118369209,9,9,238,9,1.0,0.8918092118369209
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-175407000.mov,video,True,0.9686099529266358,10,10,279,10,1.0,0.9686099529266358
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251012-172804000.mov,video,True,0.5414835167427857,15,15,432,8,0.5333333333333333,0.9203624576330185
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-144038000.mov,video,True,0.9971967175089079,29,29,865,29,1.0,0.9971967175089079
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251003-173657000.mov,video,False,0.29251489939633757,12,12,329,4,0.3333333333333333,0.739180251955986
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251114-145701000.mov,video,False,0.4468073881841425,29,29,814,12,0.41379310344827586,0.932803546388944
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251108-130922000.mov,video,True,0.8838881738483906,16,16,448,16,1.0,0.8838881738483906
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251109-175628000.mov,video,True,0.9075365215539932,28,28,809,27,0.9642857142857143,0.9241622377324987
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251102-165022000.mov,video,True,0.7473141759634018,40,400,11571,39,0.975,0.7536931267151465
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251012-172739000.mov,video,False,0.29593415847538335,19,19,539,5,0.2631578947368421,0.9237630009651184
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251028-125640000.mov,video,True,0.9855712013585227,14,146,4215,14,1.0,0.9855712013585227
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251104-172418000+1.mov,video,True,0.9881439010302225,12,12,341,12,1.0,0.9881439010302225
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-140917000+1.mov,video,True,0.7550347810064106,1345,1345,38979,1243,0.9241635687732342,0.8007769844077426
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251021-203814000.mov,video,True,0.9871476233005524,10,10,266,10,1.0,0.9871476233005524
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251112-104830000.mov,video,True,0.6892035978181021,35,357,10351,29,0.8285714285714286,0.7452280603606125
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-191510000+2.mov,video,True,0.9873484873002575,31,31,913,31,1.0,0.9873484873002575
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251101-211015000.mov,video,True,0.9902769308537245,32,328,9507,32,1.0,0.9902769308537245
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-141404000.mov,video,True,0.5056732684373856,20,20,561,10,0.5,0.9718740463256836
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-180408000.mov,video,True,0.7667221734705179,92,929,26918,89,0.967391304347826,0.7766148548447684
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-140917000+3.mov,video,True,0.9061242891209466,35,35,1026,34,0.9714285714285714,0.9278666324475232
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-110954000.mov,video,True,0.5903456004766318,13,13,366,8,0.6153846153846154,0.8911377266049385
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251002-171325000.mov,video,True,0.5485146220992593,17,17,492,9,0.5294117647058824,0.8539591034253439
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-140917000+2.mov,video,True,0.9782665234345657,13,13,379,13,1.0,0.9782665234345657
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-131255000.mov,video,True,0.46932789543643594,16,16,448,8,0.5,0.8473590761423111
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-191510000+1.mov,video,True,0.8570761146644751,48,482,13969,48,1.0,0.8570761146644751
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251021-202802000.mov,video,True,0.9850972986221314,50,507,14688,50,1.0,0.9850972986221314
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-131404000+2.mov,video,True,0.9708120597733392,45,45,1303,45,1.0,0.9708120597733392
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-140820000.mov,video,False,0.474949209690094,25,25,699,12,0.48,0.7733642806609472
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-180148000+1.mov,video,True,0.9853976552303021,13,13,376,13,1.0,0.9853976552303021
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-125031000.mov,video,True,0.8298914548138092,116,1164,33727,112,0.9655172413793104,0.8431482820638588
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-131404000+3.mov,video,True,0.9952112257480621,40,404,11698,40,1.0,0.9952112257480621
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-141541000.mov,video,True,0.5721924069803208,8,8,225,4,0.5,0.9936776757240295
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-163010000.mov,video,False,0.37879837186712967,19,19,524,6,0.3157894736842105,0.9380310674508413
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251002-171234000+1.mov,video,True,0.631349859552251,18,18,510,11,0.6111111111111112,0.911242197860371
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251010-162453000.mov,video,True,0.8348314251218524,7,7,191,7,1.0,0.8348314251218524
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251101-204911000+1.mov,video,True,0.6534401191255221,52,526,15248,39,0.75,0.8207581883821732
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-131404000+1.mov,video,True,0.9560267097420163,18,18,518,18,1.0,0.9560267097420163
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251010-162412000.mp4,video,False,0.30076392698619103,9,9,243,4,0.4444444444444444,0.5689128339290619
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-182036000.mov,video,True,0.917571793903004,11,11,298,11,1.0,0.917571793903004
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251009-100924000.mov,video,False,0.2684113188562068,22,22,635,6,0.2727272727272727,0.8837421635786692
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-180148000+2.mov,video,True,0.9811237123277452,9,9,261,9,1.0,0.9811237123277452
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-175445000.mov,video,True,0.988948979973793,20,201,5826,20,1.0,0.988948979973793
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251102-215907000.mov,video,True,0.6796442766984304,9,9,248,6,0.6666666666666666,0.8122280041376749
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251002-171234000+2.mov,video,True,0.6174013923025794,18,18,510,10,0.5555555555555556,0.94567511677742
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251112-105453000.mov,video,True,0.8815851536664095,22,224,6488,22,1.0,0.8815851536664095
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-182008000.mov,video,True,0.9738389700651169,8,8,235,8,1.0,0.9738389700651169
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-175407000+1.mov,video,True,0.7010172578713877,139,139,4157,111,0.7985611510791367,0.7803672240661071
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-163010000+1.mov,video,False,0.5181529194508728,19,19,524,8,0.42105263157894735,0.9059711024165154
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-121944000.mov,video,True,0.948674331108729,36,361,10464,36,1.0,0.948674331108729
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-140859000.mov,video,False,0.39933135449562385,23,23,654,9,0.391304347826087,0.7721360656950209
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251013-141401000.mov,video,False,0.3992855577514722,13,13,365,4,0.3076923076923077,0.9947515577077866
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-133140000.mov,video,True,0.9828826646010081,30,304,8800,30,1.0,0.9828826646010081
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-123439000.mov,video,True,0.9068306585152944,24,24,691,24,1.0,0.9068306585152944
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-175407000+2.mov,video,True,0.6735056095889637,14,142,4089,9,0.6428571428571429,0.8938218156496683
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-163010000+2.mov,video,False,0.3483183529031904,19,19,524,6,0.3157894736842105,0.8280634880065918
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-125117000+1.mov,video,True,0.959060099389818,9,9,252,9,1.0,0.959060099389818
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-180813000.mov,video,True,0.9255386089631753,129,1299,37644,127,0.9844961240310077,0.9323688318410258
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-161920000.mov,video,True,0.8346678939213356,75,76,2175,68,0.9066666666666666,0.9054121462737813
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-123439000+4.mov,video,True,0.9891151652691212,94,942,27307,94,1.0,0.9891151652691212
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251111-194407000.mov,video,True,0.8773162802060445,15,151,4363,15,1.0,0.8773162802060445
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-162844000.mov,video,True,0.9484063158432643,60,60,1721,60,1.0,0.9484063158432643
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-175407000+3.mov,video,True,0.6381586696952581,48,489,14175,31,0.6458333333333334,0.7484982744339974
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251006-140851000.mov,video,True,0.7520450029130045,19,19,549,14,0.7368421052631579,0.9678634532860347
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-173048000.mov,video,True,0.967798937112093,16,165,4764,16,1.0,0.967798937112093
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-112536000.mov,video,True,0.833568647287894,138,1387,40222,136,0.9855072463768116,0.8385710137731889
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251031-204007000.mov,video,True,0.6637587601488287,11,11,302,9,0.8181818181818182,0.7234115997950236
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251018-191510000.mov,video,True,0.9725209283828735,25,25,732,25,1.0,0.9725209283828735
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-190826000.mov,video,False,0.4468686530987422,12,12,344,5,0.4166666666666667,0.8895675301551819
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-121123000.mov,video,True,0.9656106809608075,119,1198,34736,119,1.0,0.9656106809608075
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251025-183015000.mov,video,True,0.997795561949412,96,96,2765,96,1.0,0.997795561949412
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-123439000+1.mov,video,True,0.9212112593650817,25,25,718,25,1.0,0.9212112593650817
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251007-105831000.mov,video,False,0.12543655186891556,6,6,153,0,0.0,0.0
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251103-140535000.mov,video,True,0.9975523456694588,63,63,1812,63,1.0,0.9975523456694588
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251007-105759000.mov,video,False,0.2188837979254978,14,14,389,2,0.14285714285714285,0.5746151506900787
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-115649000+1.mov,video,True,0.8169204792351399,103,1037,30047,96,0.9320388349514563,0.8436156306415796
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-184323000.mov,video,True,0.9712195694446564,40,405,11736,40,1.0,0.9712195694446564
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251010-162428000.mov,video,True,0.7841953709721565,8,8,212,8,1.0,0.7841953709721565
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-182022000.mov,video,True,0.8199947824080785,12,12,337,12,1.0,0.8199947824080785
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251101-205900000.mov,video,True,0.972517179325223,64,646,18720,64,1.0,0.972517179325223
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251021-203838000.mov,video,True,0.9903313517570496,7,7,190,7,1.0,0.9903313517570496
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251007-105840000.mov,video,False,0.11200708017374078,15,15,424,1,0.06666666666666667,0.7931438088417053
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251008-133450000.mov,video,False,0.4694836831518582,7,7,192,3,0.42857142857142855,0.8444560170173645
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251107-182106000.mov,video,True,0.9739579442070752,41,416,12061,41,1.0,0.9739579442070752
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251012-112143000.mov,video,True,0.8561837161110053,31,31,897,27,0.8709677419354839,0.9795755324540315
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-183028000.mov,video,True,0.7098860288659732,60,603,17465,54,0.9,0.751880936048649
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251005-164622000.mov,video,False,0.18654660655496022,15,15,421,3,0.2,0.6579404473304749
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251028-123713000.mov,video,True,0.8931458851565486,115,1154,33450,115,1.0,0.8931458851565486
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251007-125038000.mov,video,False,0.11255779024213552,12,12,322,1,0.08333333333333333,0.8165596723556519
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251102-175406000.mov,video,True,0.9856563239801125,61,611,17690,61,1.0,0.9856563239801125
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-123439000+2.mov,video,True,0.7996864991803323,31,31,921,30,0.967741935483871,0.8138423542181651
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251024-123439000+3.mov,video,True,0.895045115550359,60,60,1782,60,1.0,0.895045115550359
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251027-181345000.mov,video,True,0.956824962581907,14,14,387,14,1.0,0.956824962581907
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251013-141340000.mov,video,False,0.38904246213761245,11,11,301,4,0.36363636363636365,0.9910813122987747
/Users/yossi.srebnogur/Documents/GitHub/ImageClassification/data/videos/watercolor_process,20251021-200529000.mov,video,True,0.9080878684395238,133,1338,38794,133,1.0,0.9080878684395238
